,fullDate,day,dayOfWeek,month,bimonthly,quarter,fourMonths,year,decade
928,2019-05-22,22,Wednesday,5,3,2,2,2019,2010
929,2019-05-21,21,Tuesday,5,3,2,2,2019,2010
930,2019-05-20,20,Monday,5,3,2,2,2019,2010
931,2019-05-18,18,Saturday,5,3,2,2,2019,2010
932,2019-05-15,15,Wednesday,5,3,2,2,2019,2010
933,2019-05-14,14,Tuesday,5,3,2,2,2019,2010
934,2019-05-12,12,Sunday,5,3,2,2,2019,2010
935,2019-05-11,11,Saturday,5,3,2,2,2019,2010
936,2019-05-05,5,Sunday,5,3,2,2,2019,2010
937,2019-04-28,28,Sunday,4,2,2,1,2019,2010
938,2019-04-18,18,Thursday,4,2,2,1,2019,2010
939,2019-04-14,14,Sunday,4,2,2,1,2019,2010
940,2019-04-13,13,Saturday,4,2,2,1,2019,2010
941,2019-04-07,7,Sunday,4,2,2,1,2019,2010
942,2019-04-03,3,Wednesday,4,2,2,1,2019,2010
943,2019-04-02,2,Tuesday,4,2,2,1,2019,2010
944,2019-04-01,1,Monday,4,2,2,1,2019,2010
945,2019-03-31,31,Sunday,3,2,1,1,2019,2010
946,2019-03-30,30,Saturday,3,2,1,1,2019,2010
947,2019-03-29,29,Friday,3,2,1,1,2019,2010
948,2019-03-28,28,Thursday,3,2,1,1,2019,2010
949,2019-03-27,27,Wednesday,3,2,1,1,2019,2010
950,2019-03-26,26,Tuesday,3,2,1,1,2019,2010
951,2019-03-25,25,Monday,3,2,1,1,2019,2010
952,2019-03-24,24,Sunday,3,2,1,1,2019,2010
953,2019-03-23,23,Saturday,3,2,1,1,2019,2010
954,2019-03-22,22,Friday,3,2,1,1,2019,2010
955,2019-03-21,21,Thursday,3,2,1,1,2019,2010
956,2019-03-20,20,Wednesday,3,2,1,1,2019,2010
957,2019-03-19,19,Tuesday,3,2,1,1,2019,2010
958,2019-03-17,17,Sunday,3,2,1,1,2019,2010
959,2019-03-16,16,Saturday,3,2,1,1,2019,2010
960,2019-03-15,15,Friday,3,2,1,1,2019,2010
961,2019-03-14,14,Thursday,3,2,1,1,2019,2010
962,2019-03-13,13,Wednesday,3,2,1,1,2019,2010
963,2019-03-12,12,Tuesday,3,2,1,1,2019,2010
964,2019-03-11,11,Monday,3,2,1,1,2019,2010
965,2019-03-10,10,Sunday,3,2,1,1,2019,2010
966,2019-03-09,9,Saturday,3,2,1,1,2019,2010
967,2019-03-07,7,Thursday,3,2,1,1,2019,2010
968,2019-03-06,6,Wednesday,3,2,1,1,2019,2010
969,2019-03-04,4,Monday,3,2,1,1,2019,2010
970,2019-03-03,3,Sunday,3,2,1,1,2019,2010
971,2019-03-02,2,Saturday,3,2,1,1,2019,2010
972,2019-03-01,1,Friday,3,2,1,1,2019,2010
973,2019-02-28,28,Thursday,2,1,1,1,2019,2010
974,2019-02-27,27,Wednesday,2,1,1,1,2019,2010
975,2019-02-26,26,Tuesday,2,1,1,1,2019,2010
976,2019-02-25,25,Monday,2,1,1,1,2019,2010
977,2019-02-24,24,Sunday,2,1,1,1,2019,2010
978,2019-02-23,23,Saturday,2,1,1,1,2019,2010
979,2019-02-22,22,Friday,2,1,1,1,2019,2010
980,2019-02-21,21,Thursday,2,1,1,1,2019,2010
981,2019-02-19,19,Tuesday,2,1,1,1,2019,2010
982,2019-02-18,18,Monday,2,1,1,1,2019,2010
983,2019-02-17,17,Sunday,2,1,1,1,2019,2010
984,2019-02-16,16,Saturday,2,1,1,1,2019,2010
985,2019-02-15,15,Friday,2,1,1,1,2019,2010
986,2019-02-14,14,Thursday,2,1,1,1,2019,2010
987,2019-02-13,13,Wednesday,2,1,1,1,2019,2010
988,2019-02-12,12,Tuesday,2,1,1,1,2019,2010
989,2019-02-11,11,Monday,2,1,1,1,2019,2010
990,2019-02-10,10,Sunday,2,1,1,1,2019,2010
991,2019-02-09,9,Saturday,2,1,1,1,2019,2010
992,2019-02-08,8,Friday,2,1,1,1,2019,2010
993,2019-02-07,7,Thursday,2,1,1,1,2019,2010
994,2019-02-06,6,Wednesday,2,1,1,1,2019,2010
995,2019-02-05,5,Tuesday,2,1,1,1,2019,2010
996,2019-02-04,4,Monday,2,1,1,1,2019,2010
997,2019-02-03,3,Sunday,2,1,1,1,2019,2010
998,2019-02-01,1,Friday,2,1,1,1,2019,2010
999,2019-01-30,30,Wednesday,1,1,1,1,2019,2010
1000,2019-01-29,29,Tuesday,1,1,1,1,2019,2010
1001,2019-01-28,28,Monday,1,1,1,1,2019,2010
1002,2019-01-27,27,Sunday,1,1,1,1,2019,2010
1003,2019-01-26,26,Saturday,1,1,1,1,2019,2010
1004,2019-01-25,25,Friday,1,1,1,1,2019,2010
1005,2019-01-24,24,Thursday,1,1,1,1,2019,2010
1006,2019-01-23,23,Wednesday,1,1,1,1,2019,2010
1007,2019-01-22,22,Tuesday,1,1,1,1,2019,2010
1008,2019-01-21,21,Monday,1,1,1,1,2019,2010
1009,2019-01-20,20,Sunday,1,1,1,1,2019,2010
1010,2019-01-19,19,Saturday,1,1,1,1,2019,2010
1011,2019-01-18,18,Friday,1,1,1,1,2019,2010
1012,2019-01-17,17,Thursday,1,1,1,1,2019,2010
1013,2019-01-15,15,Tuesday,1,1,1,1,2019,2010
1014,2019-01-14,14,Monday,1,1,1,1,2019,2010
1015,2019-01-13,13,Sunday,1,1,1,1,2019,2010
1016,2019-01-12,12,Saturday,1,1,1,1,2019,2010
1017,2019-01-11,11,Friday,1,1,1,1,2019,2010
1018,2019-01-10,10,Thursday,1,1,1,1,2019,2010
1019,2019-01-08,8,Tuesday,1,1,1,1,2019,2010
1020,2019-01-07,7,Monday,1,1,1,1,2019,2010
1021,2019-01-06,6,Sunday,1,1,1,1,2019,2010
1022,2019-01-05,5,Saturday,1,1,1,1,2019,2010
1023,2019-01-04,4,Friday,1,1,1,1,2019,2010
1024,2019-01-03,3,Thursday,1,1,1,1,2019,2010
1025,2019-01-02,2,Wednesday,1,1,1,1,2019,2010
1026,2018-12-30,30,Sunday,12,6,4,3,2018,2010
1027,2018-12-29,29,Saturday,12,6,4,3,2018,2010
1028,2018-12-28,28,Friday,12,6,4,3,2018,2010
1029,2018-12-27,27,Thursday,12,6,4,3,2018,2010
1030,2018-12-26,26,Wednesday,12,6,4,3,2018,2010
1031,2018-12-25,25,Tuesday,12,6,4,3,2018,2010
1032,2018-12-24,24,Monday,12,6,4,3,2018,2010
1033,2018-12-23,23,Sunday,12,6,4,3,2018,2010
1034,2018-12-22,22,Saturday,12,6,4,3,2018,2010
1035,2018-12-21,21,Friday,12,6,4,3,2018,2010
1036,2018-12-20,20,Thursday,12,6,4,3,2018,2010
1037,2018-12-19,19,Wednesday,12,6,4,3,2018,2010
1038,2018-12-18,18,Tuesday,12,6,4,3,2018,2010
1039,2018-12-17,17,Monday,12,6,4,3,2018,2010
1040,2018-12-16,16,Sunday,12,6,4,3,2018,2010
1041,2018-12-15,15,Saturday,12,6,4,3,2018,2010
1042,2018-12-14,14,Friday,12,6,4,3,2018,2010
1043,2018-12-13,13,Thursday,12,6,4,3,2018,2010
1044,2018-12-12,12,Wednesday,12,6,4,3,2018,2010
1045,2018-12-11,11,Tuesday,12,6,4,3,2018,2010
1046,2018-12-10,10,Monday,12,6,4,3,2018,2010
1047,2018-12-09,9,Sunday,12,6,4,3,2018,2010
1048,2018-12-08,8,Saturday,12,6,4,3,2018,2010
1049,2018-12-07,7,Friday,12,6,4,3,2018,2010
1050,2018-12-06,6,Thursday,12,6,4,3,2018,2010
1051,2018-12-05,5,Wednesday,12,6,4,3,2018,2010
1052,2018-12-04,4,Tuesday,12,6,4,3,2018,2010
1053,2018-12-03,3,Monday,12,6,4,3,2018,2010
1054,2018-12-02,2,Sunday,12,6,4,3,2018,2010
1055,2018-12-01,1,Saturday,12,6,4,3,2018,2010
1056,2018-11-30,30,Friday,11,6,4,3,2018,2010
1057,2018-11-29,29,Thursday,11,6,4,3,2018,2010
1058,2018-11-28,28,Wednesday,11,6,4,3,2018,2010
1059,2018-11-27,27,Tuesday,11,6,4,3,2018,2010
1060,2018-11-25,25,Sunday,11,6,4,3,2018,2010
1061,2018-11-24,24,Saturday,11,6,4,3,2018,2010
1062,2018-11-23,23,Friday,11,6,4,3,2018,2010
1063,2018-11-22,22,Thursday,11,6,4,3,2018,2010
1064,2018-11-20,20,Tuesday,11,6,4,3,2018,2010
1065,2018-11-19,19,Monday,11,6,4,3,2018,2010
1066,2018-11-18,18,Sunday,11,6,4,3,2018,2010
1067,2018-11-17,17,Saturday,11,6,4,3,2018,2010
1068,2018-11-16,16,Friday,11,6,4,3,2018,2010
1069,2018-11-15,15,Thursday,11,6,4,3,2018,2010
1070,2018-11-13,13,Tuesday,11,6,4,3,2018,2010
1071,2018-11-12,12,Monday,11,6,4,3,2018,2010
1072,2018-11-11,11,Sunday,11,6,4,3,2018,2010
1073,2018-11-10,10,Saturday,11,6,4,3,2018,2010
1074,2018-11-09,9,Friday,11,6,4,3,2018,2010
1075,2018-11-08,8,Thursday,11,6,4,3,2018,2010
1076,2018-11-07,7,Wednesday,11,6,4,3,2018,2010
1077,2018-11-06,6,Tuesday,11,6,4,3,2018,2010
1078,2018-11-05,5,Monday,11,6,4,3,2018,2010
1079,2018-11-04,4,Sunday,11,6,4,3,2018,2010
1080,2018-11-03,3,Saturday,11,6,4,3,2018,2010
1081,2018-11-02,2,Friday,11,6,4,3,2018,2010
1082,2018-11-01,1,Thursday,11,6,4,3,2018,2010
1083,2018-10-31,31,Wednesday,10,5,4,3,2018,2010
1084,2018-10-29,29,Monday,10,5,4,3,2018,2010
1085,2018-10-28,28,Sunday,10,5,4,3,2018,2010
1086,2018-10-27,27,Saturday,10,5,4,3,2018,2010
1087,2018-10-26,26,Friday,10,5,4,3,2018,2010
1088,2018-10-25,25,Thursday,10,5,4,3,2018,2010
1089,2018-10-24,24,Wednesday,10,5,4,3,2018,2010
1090,2018-10-23,23,Tuesday,10,5,4,3,2018,2010
1091,2018-10-22,22,Monday,10,5,4,3,2018,2010
1092,2018-10-21,21,Sunday,10,5,4,3,2018,2010
1093,2018-10-20,20,Saturday,10,5,4,3,2018,2010
1094,2018-10-19,19,Friday,10,5,4,3,2018,2010
1095,2018-10-18,18,Thursday,10,5,4,3,2018,2010
1096,2018-10-17,17,Wednesday,10,5,4,3,2018,2010
1097,2018-10-16,16,Tuesday,10,5,4,3,2018,2010
1098,2018-10-15,15,Monday,10,5,4,3,2018,2010
1099,2018-10-14,14,Sunday,10,5,4,3,2018,2010
1100,2018-10-13,13,Saturday,10,5,4,3,2018,2010
1101,2018-10-12,12,Friday,10,5,4,3,2018,2010
1102,2018-10-11,11,Thursday,10,5,4,3,2018,2010
1103,2018-10-10,10,Wednesday,10,5,4,3,2018,2010
1104,2018-10-09,9,Tuesday,10,5,4,3,2018,2010
1105,2018-10-08,8,Monday,10,5,4,3,2018,2010
1106,2018-10-07,7,Sunday,10,5,4,3,2018,2010
1107,2018-10-06,6,Saturday,10,5,4,3,2018,2010
1108,2018-10-05,5,Friday,10,5,4,3,2018,2010
1109,2018-10-04,4,Thursday,10,5,4,3,2018,2010
1110,2018-10-03,3,Wednesday,10,5,4,3,2018,2010
1111,2018-10-02,2,Tuesday,10,5,4,3,2018,2010
1112,2018-09-30,30,Sunday,9,5,3,3,2018,2010
1113,2018-09-29,29,Saturday,9,5,3,3,2018,2010
1114,2018-09-28,28,Friday,9,5,3,3,2018,2010
1115,2018-09-27,27,Thursday,9,5,3,3,2018,2010
1116,2018-09-26,26,Wednesday,9,5,3,3,2018,2010
1117,2018-09-24,24,Monday,9,5,3,3,2018,2010
1118,2018-09-23,23,Sunday,9,5,3,3,2018,2010
1119,2018-09-22,22,Saturday,9,5,3,3,2018,2010
1120,2018-09-21,21,Friday,9,5,3,3,2018,2010
1121,2018-09-20,20,Thursday,9,5,3,3,2018,2010
1122,2018-09-19,19,Wednesday,9,5,3,3,2018,2010
1123,2018-09-18,18,Tuesday,9,5,3,3,2018,2010
1124,2018-09-17,17,Monday,9,5,3,3,2018,2010
1125,2018-09-16,16,Sunday,9,5,3,3,2018,2010
1126,2018-09-15,15,Saturday,9,5,3,3,2018,2010
1127,2018-09-14,14,Friday,9,5,3,3,2018,2010
1128,2018-09-08,8,Saturday,9,5,3,3,2018,2010
1129,2018-09-02,2,Sunday,9,5,3,3,2018,2010
1130,2018-08-26,26,Sunday,8,4,3,2,2018,2010
1131,2018-08-19,19,Sunday,8,4,3,2,2018,2010
1132,2018-08-18,18,Saturday,8,4,3,2,2018,2010
1133,2018-08-12,12,Sunday,8,4,3,2,2018,2010
1134,2018-08-05,5,Sunday,8,4,3,2,2018,2010
1135,2018-08-04,4,Saturday,8,4,3,2,2018,2010
1136,2018-07-15,15,Sunday,7,4,3,2,2018,2010
1137,2018-07-12,12,Thursday,7,4,3,2,2018,2010
1138,2018-07-11,11,Wednesday,7,4,3,2,2018,2010
1139,2018-07-10,10,Tuesday,7,4,3,2,2018,2010
1140,2018-07-09,9,Monday,7,4,3,2,2018,2010
1141,2018-07-08,8,Sunday,7,4,3,2,2018,2010
1142,2018-07-07,7,Saturday,7,4,3,2,2018,2010
1143,2018-07-06,6,Friday,7,4,3,2,2018,2010
1144,2018-07-05,5,Thursday,7,4,3,2,2018,2010
1145,2018-07-04,4,Wednesday,7,4,3,2,2018,2010
1146,2018-07-03,3,Tuesday,7,4,3,2,2018,2010
1147,2018-07-02,2,Monday,7,4,3,2,2018,2010
1148,2018-07-01,1,Sunday,7,4,3,2,2018,2010
1149,2018-06-30,30,Saturday,6,3,2,2,2018,2010
1150,2018-06-29,29,Friday,6,3,2,2,2018,2010
1151,2018-06-27,27,Wednesday,6,3,2,2,2018,2010
1152,2018-06-26,26,Tuesday,6,3,2,2,2018,2010
1153,2018-06-25,25,Monday,6,3,2,2,2018,2010
1154,2018-06-24,24,Sunday,6,3,2,2,2018,2010
1155,2018-06-23,23,Saturday,6,3,2,2,2018,2010
1156,2018-06-22,22,Friday,6,3,2,2,2018,2010
1157,2018-06-21,21,Thursday,6,3,2,2,2018,2010
1158,2018-06-20,20,Wednesday,6,3,2,2,2018,2010
1159,2018-06-19,19,Tuesday,6,3,2,2,2018,2010
1160,2018-06-18,18,Monday,6,3,2,2,2018,2010
1161,2018-06-17,17,Sunday,6,3,2,2,2018,2010
1162,2018-06-16,16,Saturday,6,3,2,2,2018,2010
1163,2018-06-15,15,Friday,6,3,2,2,2018,2010
1164,2018-06-14,14,Thursday,6,3,2,2,2018,2010
1165,2018-06-13,13,Wednesday,6,3,2,2,2018,2010
1166,2018-06-10,10,Sunday,6,3,2,2,2018,2010
1167,2018-06-08,8,Friday,6,3,2,2,2018,2010
1168,2018-06-06,6,Wednesday,6,3,2,2,2018,2010
1169,2018-06-03,3,Sunday,6,3,2,2,2018,2010
1170,2018-06-02,2,Saturday,6,3,2,2,2018,2010
1171,2018-05-26,26,Saturday,5,3,2,2,2018,2010
1172,2018-05-25,25,Friday,5,3,2,2,2018,2010
1173,2018-05-24,24,Thursday,5,3,2,2,2018,2010
1174,2018-05-23,23,Wednesday,5,3,2,2,2018,2010
1175,2018-05-22,22,Tuesday,5,3,2,2,2018,2010
1176,2018-05-21,21,Monday,5,3,2,2,2018,2010
1177,2018-05-20,20,Sunday,5,3,2,2,2018,2010
1178,2018-05-19,19,Saturday,5,3,2,2,2018,2010
1179,2018-05-18,18,Friday,5,3,2,2,2018,2010
1180,2018-05-17,17,Thursday,5,3,2,2,2018,2010
1181,2018-05-16,16,Wednesday,5,3,2,2,2018,2010
1182,2018-05-15,15,Tuesday,5,3,2,2,2018,2010
1183,2018-05-14,14,Monday,5,3,2,2,2018,2010
1184,2018-05-13,13,Sunday,5,3,2,2,2018,2010
1185,2018-05-12,12,Saturday,5,3,2,2,2018,2010
1186,2018-05-11,11,Friday,5,3,2,2,2018,2010
1187,2018-05-10,10,Thursday,5,3,2,2,2018,2010
1188,2018-05-09,9,Wednesday,5,3,2,2,2018,2010
1189,2018-05-08,8,Tuesday,5,3,2,2,2018,2010
1190,2018-05-07,7,Monday,5,3,2,2,2018,2010
1191,2018-05-06,6,Sunday,5,3,2,2,2018,2010
1192,2018-05-05,5,Saturday,5,3,2,2,2018,2010
1193,2018-05-04,4,Friday,5,3,2,2,2018,2010
1194,2018-05-03,3,Thursday,5,3,2,2,2018,2010
1195,2018-05-02,2,Wednesday,5,3,2,2,2018,2010
1196,2018-05-01,1,Tuesday,5,3,2,2,2018,2010
1197,2018-04-30,30,Monday,4,2,2,1,2018,2010
1198,2018-04-29,29,Sunday,4,2,2,1,2018,2010
1199,2018-04-28,28,Saturday,4,2,2,1,2018,2010
1200,2018-04-27,27,Friday,4,2,2,1,2018,2010
1201,2018-04-26,26,Thursday,4,2,2,1,2018,2010
1202,2018-04-25,25,Wednesday,4,2,2,1,2018,2010
1203,2018-04-24,24,Tuesday,4,2,2,1,2018,2010
1204,2018-04-23,23,Monday,4,2,2,1,2018,2010
1205,2018-04-22,22,Sunday,4,2,2,1,2018,2010
1206,2018-04-21,21,Saturday,4,2,2,1,2018,2010
1207,2018-04-20,20,Friday,4,2,2,1,2018,2010
1208,2018-04-19,19,Thursday,4,2,2,1,2018,2010
1209,2018-04-18,18,Wednesday,4,2,2,1,2018,2010
1210,2018-04-17,17,Tuesday,4,2,2,1,2018,2010
1211,2018-04-16,16,Monday,4,2,2,1,2018,2010
1212,2018-04-15,15,Sunday,4,2,2,1,2018,2010
1213,2018-04-14,14,Saturday,4,2,2,1,2018,2010
1214,2018-04-13,13,Friday,4,2,2,1,2018,2010
1215,2018-04-12,12,Thursday,4,2,2,1,2018,2010
1216,2018-04-11,11,Wednesday,4,2,2,1,2018,2010
1217,2018-04-10,10,Tuesday,4,2,2,1,2018,2010
1218,2018-04-09,9,Monday,4,2,2,1,2018,2010
1219,2018-04-08,8,Sunday,4,2,2,1,2018,2010
1220,2018-04-07,7,Saturday,4,2,2,1,2018,2010
1221,2018-04-06,6,Friday,4,2,2,1,2018,2010
1222,2018-04-05,5,Thursday,4,2,2,1,2018,2010
1223,2018-04-04,4,Wednesday,4,2,2,1,2018,2010
1224,2018-04-03,3,Tuesday,4,2,2,1,2018,2010
1225,2018-04-02,2,Monday,4,2,2,1,2018,2010
1226,2018-04-01,1,Sunday,4,2,2,1,2018,2010
1227,2018-03-31,31,Saturday,3,2,1,1,2018,2010
1228,2018-03-30,30,Friday,3,2,1,1,2018,2010
1229,2018-03-29,29,Thursday,3,2,1,1,2018,2010
1230,2018-03-28,28,Wednesday,3,2,1,1,2018,2010
1231,2018-03-27,27,Tuesday,3,2,1,1,2018,2010
1232,2018-03-26,26,Monday,3,2,1,1,2018,2010
1233,2018-03-25,25,Sunday,3,2,1,1,2018,2010
1234,2018-03-24,24,Saturday,3,2,1,1,2018,2010
1235,2018-03-23,23,Friday,3,2,1,1,2018,2010
1236,2018-03-22,22,Thursday,3,2,1,1,2018,2010
1237,2018-03-21,21,Wednesday,3,2,1,1,2018,2010
1238,2018-03-20,20,Tuesday,3,2,1,1,2018,2010
1239,2018-03-19,19,Monday,3,2,1,1,2018,2010
1240,2018-03-18,18,Sunday,3,2,1,1,2018,2010
1241,2018-03-17,17,Saturday,3,2,1,1,2018,2010
1242,2018-03-16,16,Friday,3,2,1,1,2018,2010
1243,2018-03-15,15,Thursday,3,2,1,1,2018,2010
1244,2018-03-14,14,Wednesday,3,2,1,1,2018,2010
1245,2018-03-13,13,Tuesday,3,2,1,1,2018,2010
1246,2018-03-12,12,Monday,3,2,1,1,2018,2010
1247,2018-03-11,11,Sunday,3,2,1,1,2018,2010
1248,2018-03-10,10,Saturday,3,2,1,1,2018,2010
1249,2018-03-09,9,Friday,3,2,1,1,2018,2010
1250,2018-03-08,8,Thursday,3,2,1,1,2018,2010
1251,2018-03-07,7,Wednesday,3,2,1,1,2018,2010
1252,2018-03-06,6,Tuesday,3,2,1,1,2018,2010
1253,2018-03-05,5,Monday,3,2,1,1,2018,2010
1254,2018-03-04,4,Sunday,3,2,1,1,2018,2010
1255,2018-03-03,3,Saturday,3,2,1,1,2018,2010
1256,2018-03-02,2,Friday,3,2,1,1,2018,2010
1257,2018-03-01,1,Thursday,3,2,1,1,2018,2010
1258,2018-02-28,28,Wednesday,2,1,1,1,2018,2010
1259,2018-02-27,27,Tuesday,2,1,1,1,2018,2010
1260,2018-02-26,26,Monday,2,1,1,1,2018,2010
1261,2018-02-25,25,Sunday,2,1,1,1,2018,2010
1262,2018-02-24,24,Saturday,2,1,1,1,2018,2010
1263,2018-02-23,23,Friday,2,1,1,1,2018,2010
1264,2018-02-22,22,Thursday,2,1,1,1,2018,2010
1265,2018-02-21,21,Wednesday,2,1,1,1,2018,2010
1266,2018-02-20,20,Tuesday,2,1,1,1,2018,2010
1267,2018-02-19,19,Monday,2,1,1,1,2018,2010
1268,2018-02-18,18,Sunday,2,1,1,1,2018,2010
1269,2018-02-17,17,Saturday,2,1,1,1,2018,2010
1270,2018-02-16,16,Friday,2,1,1,1,2018,2010
1271,2018-02-15,15,Thursday,2,1,1,1,2018,2010
1272,2018-02-14,14,Wednesday,2,1,1,1,2018,2010
1273,2018-02-13,13,Tuesday,2,1,1,1,2018,2010
1274,2018-02-12,12,Monday,2,1,1,1,2018,2010
1275,2018-02-11,11,Sunday,2,1,1,1,2018,2010
1276,2018-02-10,10,Saturday,2,1,1,1,2018,2010
1277,2018-02-09,9,Friday,2,1,1,1,2018,2010
1278,2018-02-08,8,Thursday,2,1,1,1,2018,2010
1279,2018-02-07,7,Wednesday,2,1,1,1,2018,2010
1280,2018-02-06,6,Tuesday,2,1,1,1,2018,2010
1281,2018-02-05,5,Monday,2,1,1,1,2018,2010
1282,2018-02-04,4,Sunday,2,1,1,1,2018,2010
1283,2018-02-03,3,Saturday,2,1,1,1,2018,2010
1284,2018-02-02,2,Friday,2,1,1,1,2018,2010
1285,2018-02-01,1,Thursday,2,1,1,1,2018,2010
1286,2018-01-31,31,Wednesday,1,1,1,1,2018,2010
1287,2018-01-30,30,Tuesday,1,1,1,1,2018,2010
1288,2018-01-29,29,Monday,1,1,1,1,2018,2010
1289,2018-01-28,28,Sunday,1,1,1,1,2018,2010
1290,2018-01-27,27,Saturday,1,1,1,1,2018,2010
1291,2018-01-26,26,Friday,1,1,1,1,2018,2010
1292,2018-01-25,25,Thursday,1,1,1,1,2018,2010
1293,2018-01-24,24,Wednesday,1,1,1,1,2018,2010
1294,2018-01-23,23,Tuesday,1,1,1,1,2018,2010
1295,2018-01-22,22,Monday,1,1,1,1,2018,2010
1296,2018-01-21,21,Sunday,1,1,1,1,2018,2010
1297,2018-01-20,20,Saturday,1,1,1,1,2018,2010
1298,2018-01-19,19,Friday,1,1,1,1,2018,2010
1299,2018-01-18,18,Thursday,1,1,1,1,2018,2010
1300,2018-01-17,17,Wednesday,1,1,1,1,2018,2010
1301,2018-01-16,16,Tuesday,1,1,1,1,2018,2010
1302,2018-01-15,15,Monday,1,1,1,1,2018,2010
1303,2018-01-14,14,Sunday,1,1,1,1,2018,2010
1304,2018-01-13,13,Saturday,1,1,1,1,2018,2010
1305,2018-01-12,12,Friday,1,1,1,1,2018,2010
1306,2018-01-11,11,Thursday,1,1,1,1,2018,2010
1307,2018-01-10,10,Wednesday,1,1,1,1,2018,2010
1308,2018-01-09,9,Tuesday,1,1,1,1,2018,2010
1309,2018-01-08,8,Monday,1,1,1,1,2018,2010
1310,2018-01-07,7,Sunday,1,1,1,1,2018,2010
1311,2018-01-06,6,Saturday,1,1,1,1,2018,2010
1312,2018-01-05,5,Friday,1,1,1,1,2018,2010
1313,2018-01-04,4,Thursday,1,1,1,1,2018,2010
1314,2018-01-03,3,Wednesday,1,1,1,1,2018,2010
1315,2018-01-02,2,Tuesday,1,1,1,1,2018,2010
1316,2018-01-01,1,Monday,1,1,1,1,2018,2010
1317,2017-12-31,31,Sunday,12,6,4,3,2017,2010
1318,2017-12-30,30,Saturday,12,6,4,3,2017,2010
1319,2017-12-29,29,Friday,12,6,4,3,2017,2010
1320,2017-12-28,28,Thursday,12,6,4,3,2017,2010
1321,2017-12-27,27,Wednesday,12,6,4,3,2017,2010
1322,2017-12-26,26,Tuesday,12,6,4,3,2017,2010
1323,2017-12-25,25,Monday,12,6,4,3,2017,2010
1324,2017-12-24,24,Sunday,12,6,4,3,2017,2010
1325,2017-12-23,23,Saturday,12,6,4,3,2017,2010
1326,2017-12-22,22,Friday,12,6,4,3,2017,2010
1327,2017-12-21,21,Thursday,12,6,4,3,2017,2010
1328,2017-12-20,20,Wednesday,12,6,4,3,2017,2010
1329,2017-12-19,19,Tuesday,12,6,4,3,2017,2010
1330,2017-12-18,18,Monday,12,6,4,3,2017,2010
1331,2017-12-17,17,Sunday,12,6,4,3,2017,2010
1332,2017-12-16,16,Saturday,12,6,4,3,2017,2010
1333,2017-12-15,15,Friday,12,6,4,3,2017,2010
1334,2017-12-14,14,Thursday,12,6,4,3,2017,2010
1335,2017-12-13,13,Wednesday,12,6,4,3,2017,2010
1336,2017-12-12,12,Tuesday,12,6,4,3,2017,2010
1337,2017-12-11,11,Monday,12,6,4,3,2017,2010
1338,2017-12-10,10,Sunday,12,6,4,3,2017,2010
1339,2017-12-09,9,Saturday,12,6,4,3,2017,2010
1340,2017-12-08,8,Friday,12,6,4,3,2017,2010
1341,2017-12-07,7,Thursday,12,6,4,3,2017,2010
1342,2017-12-06,6,Wednesday,12,6,4,3,2017,2010
1343,2017-12-05,5,Tuesday,12,6,4,3,2017,2010
1344,2017-12-04,4,Monday,12,6,4,3,2017,2010
1345,2017-12-03,3,Sunday,12,6,4,3,2017,2010
1346,2017-12-02,2,Saturday,12,6,4,3,2017,2010
1347,2017-12-01,1,Friday,12,6,4,3,2017,2010
1348,2017-11-30,30,Thursday,11,6,4,3,2017,2010
1349,2017-11-29,29,Wednesday,11,6,4,3,2017,2010
1350,2017-11-28,28,Tuesday,11,6,4,3,2017,2010
1351,2017-11-27,27,Monday,11,6,4,3,2017,2010
1352,2017-11-26,26,Sunday,11,6,4,3,2017,2010
1353,2017-11-25,25,Saturday,11,6,4,3,2017,2010
1354,2017-11-24,24,Friday,11,6,4,3,2017,2010
1355,2017-11-23,23,Thursday,11,6,4,3,2017,2010
1356,2017-11-22,22,Wednesday,11,6,4,3,2017,2010
1357,2017-11-21,21,Tuesday,11,6,4,3,2017,2010
1358,2017-11-20,20,Monday,11,6,4,3,2017,2010
1359,2017-11-19,19,Sunday,11,6,4,3,2017,2010
1360,2017-11-18,18,Saturday,11,6,4,3,2017,2010
1361,2017-11-17,17,Friday,11,6,4,3,2017,2010
1362,2017-11-16,16,Thursday,11,6,4,3,2017,2010
1363,2017-11-15,15,Wednesday,11,6,4,3,2017,2010
1364,2017-11-14,14,Tuesday,11,6,4,3,2017,2010
1365,2017-11-13,13,Monday,11,6,4,3,2017,2010
1366,2017-11-12,12,Sunday,11,6,4,3,2017,2010
1367,2017-11-11,11,Saturday,11,6,4,3,2017,2010
1368,2017-11-10,10,Friday,11,6,4,3,2017,2010
1369,2017-11-09,9,Thursday,11,6,4,3,2017,2010
1370,2017-11-08,8,Wednesday,11,6,4,3,2017,2010
1371,2017-11-07,7,Tuesday,11,6,4,3,2017,2010
1372,2017-11-06,6,Monday,11,6,4,3,2017,2010
1373,2017-11-05,5,Sunday,11,6,4,3,2017,2010
1374,2017-11-04,4,Saturday,11,6,4,3,2017,2010
1375,2017-11-03,3,Friday,11,6,4,3,2017,2010
1376,2017-11-02,2,Thursday,11,6,4,3,2017,2010
1377,2017-11-01,1,Wednesday,11,6,4,3,2017,2010
1378,2017-10-31,31,Tuesday,10,5,4,3,2017,2010
1379,2017-10-30,30,Monday,10,5,4,3,2017,2010
